Frequency (Hz)	Level (dB)
802.734375	-71.501480
803.710938	-70.512222
804.687500	-70.722092
805.664062	-69.757202
806.640625	-70.200378
807.617188	-69.590385
808.593750	-70.058365
809.570312	-69.368500
810.546875	-70.038963
811.523438	-70.531067
812.500000	-69.505203
813.476562	-68.753128
814.453125	-69.044815
815.429688	-69.230171
816.406250	-68.521774
817.382812	-68.923355
818.359375	-68.858658
819.335938	-68.297577
820.312500	-69.220047
821.289062	-67.694328
822.265625	-67.601631
823.242188	-68.525444
824.218750	-67.963837
825.195312	-68.658386
826.171875	-66.810333
827.148438	-66.057037
828.125000	-66.728683
829.101562	-66.898529
830.078125	-66.896385
831.054688	-65.877014
832.031250	-66.385124
833.007812	-65.136940
833.984375	-65.818970
834.960938	-65.838058
835.937500	-65.300468
836.914062	-65.063759
837.890625	-64.860649
838.867188	-64.553291
839.843750	-63.899014
840.820312	-64.355904
841.796875	-64.531502
842.773438	-64.213264
843.750000	-63.351974
844.726562	-62.731663
845.703125	-62.449913
846.679688	-62.625103
847.656250	-62.372768
848.632812	-61.223324
849.609375	-61.409267
850.585938	-62.416374
851.562500	-62.189308
852.539062	-61.816269
853.515625	-61.046646
854.492188	-60.061138
855.468750	-60.447960
856.445312	-60.055408
857.421875	-59.390816
858.398438	-59.280674
859.375000	-60.003948
860.351562	-59.579391
861.328125	-59.082031
862.304688	-59.007599
863.281250	-58.665257
864.257812	-58.670742
865.234375	-58.919979
866.210938	-57.528271
867.187500	-58.880596
868.164062	-60.136963
869.140625	-59.315193
870.117188	-59.487442
871.093750	-60.106998
872.070312	-60.018562
873.046875	-60.059605
874.023438	-61.298115
875.000000	-60.647907
875.976562	-60.452885
876.953125	-61.199406
877.929688	-61.602966
878.906250	-61.935471
879.882812	-62.600708
880.859375	-62.297173
881.835938	-62.345013
882.812500	-62.745338
883.789062	-62.353828
884.765625	-62.464008
885.742188	-63.418991
886.718750	-63.507427
887.695312	-63.215176
888.671875	-63.910709
889.648438	-64.158066
890.625000	-64.736801
891.601562	-65.276260
892.578125	-65.973122
893.554688	-66.077721
894.531250	-65.703011
895.507812	-66.707291
896.484375	-66.375290
897.460938	-66.370026
898.437500	-67.085335
899.414062	-66.831703
900.390625	-67.111633
901.367188	-66.821037
902.343750	-67.398277
903.320312	-67.732124
904.296875	-68.049271
905.273438	-67.170708
906.250000	-67.797180
907.226562	-67.779716
908.203125	-68.122353
909.179688	-68.286705
910.156250	-67.921234
911.132812	-68.755226
912.109375	-68.040855
913.085938	-68.286209
914.062500	-69.338028
915.039062	-69.386200
916.015625	-69.367325
916.992188	-69.356903
917.968750	-69.668587
918.945312	-68.711388
919.921875	-69.748322
920.898438	-69.800972
921.875000	-70.239105
922.851562	-70.683296
923.828125	-70.059021
924.804688	-69.769669
925.781250	-69.644890
926.757812	-70.551003
927.734375	-69.413910
928.710938	-70.138115
929.687500	-71.139992
930.664062	-70.904823
931.640625	-69.694138
932.617188	-70.695496
933.593750	-70.879608
934.570312	-70.465317
935.546875	-71.402870
936.523438	-70.906052
937.500000	-70.174919
938.476562	-71.389679
939.453125	-71.425079
940.429688	-70.865433
941.406250	-71.868935
942.382812	-72.034042
943.359375	-71.426392
944.335938	-71.679085
945.312500	-70.961372
946.289062	-72.430847
947.265625	-72.456139
948.242188	-72.124107
949.218750	-71.454056
950.195312	-71.597275
951.171875	-72.102448
952.148438	-71.521362
953.125000	-71.421333
954.101562	-72.279732
955.078125	-72.869614
956.054688	-72.947563
957.031250	-72.096786
958.007812	-71.816154
958.984375	-72.778976
959.960938	-72.299210
960.937500	-71.043213
961.914062	-72.388115
962.890625	-72.374374
963.867188	-72.300667
964.843750	-72.159988
965.820312	-73.017799
966.796875	-73.767746
967.773438	-73.149483
968.750000	-72.597702
969.726562	-72.697868
970.703125	-72.676392
971.679688	-72.903534
972.656250	-73.061234
973.632812	-73.150826
974.609375	-74.068558
975.585938	-73.695305
976.562500	-73.271812
977.539062	-73.393555
978.515625	-73.523109
979.492188	-73.381294
980.468750	-72.871628
981.445312	-72.626396
982.421875	-73.005997
983.398438	-73.302536
984.375000	-73.813911
985.351562	-73.769447
986.328125	-73.278038
