Frequency (Hz)	Level (dB)
1103.515625	-65.793732
1104.492188	-66.767761
1105.468750	-66.053009
1106.445312	-66.077301
1107.421875	-66.710808
1108.398438	-66.505447
1109.375000	-66.281876
1110.351562	-66.341408
1111.328125	-67.618019
1112.304688	-67.148758
1113.281250	-67.602028
1114.257812	-66.703804
1115.234375	-66.984543
1116.210938	-67.876389
1117.187500	-68.068428
1118.164062	-69.240112
1119.140625	-68.874512
1120.117188	-68.174934
1121.093750	-67.830078
1122.070312	-68.482399
1123.046875	-68.949654
1124.023438	-68.270058
1125.000000	-68.854958
1125.976562	-68.738319
1126.953125	-68.717224
1127.929688	-69.267937
1128.906250	-68.938362
1129.882812	-69.920235
1130.859375	-69.532860
1131.835938	-69.732132
1132.812500	-69.435539
1133.789062	-69.379936
1134.765625	-70.584190
1135.742188	-68.546539
1136.718750	-69.118286
1137.695312	-70.905457
1138.671875	-69.659203
1139.648438	-69.953758
1140.625000	-70.949471
1141.601562	-70.696083
1142.578125	-70.720169
1143.554688	-70.521965
1144.531250	-71.562248
1145.507812	-71.395775
1146.484375	-69.745193
1147.460938	-70.833420
1148.437500	-70.429855
1149.414062	-71.016518
1150.390625	-71.306328
1151.367188	-70.857834
1152.343750	-71.001846
1153.320312	-70.718193
1154.296875	-70.861481
1155.273438	-70.777153
1156.250000	-71.068726
1157.226562	-70.407272
1158.203125	-71.738548
1159.179688	-71.650932
1160.156250	-71.655640
1161.132812	-71.702148
1162.109375	-71.908539
1163.085938	-72.203690
1164.062500	-72.718552
1165.039062	-72.570572
1166.015625	-72.616188
1166.992188	-71.958313
1167.968750	-71.782097
1168.945312	-72.652840
1169.921875	-71.585564
1170.898438	-72.861061
1171.875000	-71.717735
1172.851562	-71.723915
1173.828125	-72.690109
1174.804688	-72.463531
1175.781250	-72.550499
1176.757812	-71.745407
1177.734375	-71.966621
1178.710938	-72.944023
1179.687500	-71.873573
1180.664062	-71.709732
1181.640625	-72.871078
1182.617188	-72.170311
1183.593750	-72.886887
1184.570312	-72.206108
1185.546875	-73.492889
1186.523438	-73.052231
1187.500000	-72.851349
1188.476562	-72.620850
1189.453125	-72.307663
1190.429688	-72.074631
1191.406250	-72.561462
1192.382812	-72.860931
1193.359375	-72.821991
1194.335938	-73.306625
1195.312500	-72.119087
1196.289062	-73.205620
1197.265625	-72.477501
